show_id,type,title,release_year,rating,duration,listed_in, description 
80208413,Movie,Wrong Side Raju,2016,TV-MA,140 min,Dramas, The life of a chauffeur and part-time bootlegger takes a turn toward the dramatic when a girl approaches him to buy illicit alcohol. 
80128277,Movie,Bombshell,2016,TV-MA,86 min,Dramas, In 1985  when a vessel protesting nuclear testing is sunk in New Zealand  local police fight to prove it was a terrorist plot by their French allies. 
80094453,Movie,Chatô: The King of Brazil,2015,NR,105 min,Dramas, The romanticized life of media mogul Assis Chateaubriand depicts him as the star of a televised trial  where his passions and achievements are judged. 
70153553,Movie,Harud,2010,TV-14,100 min,Dramas, A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death  but he drifts aimlessly until finding his brother's camera. 
80098709,Movie,Much Ado About Nothing,2016,NR,96 min,Dramas, Carefree college student Vicente ends up in a desperate fight for freedom when a well-connected friend falsely accuses him of a hit-and-run accident. 
80092849,Movie,My Big Night,2015,TV-MA,97 min,Comedies, An unemployed man gets a job as an extra at the shooting of a New Year's Eve TV special that's beset by crises and seems to go on forever. 
80107372,Movie,My Little Pony Equestria Girls: Legend of Everfree,2016,TV-Y7,73 min,Children & Family Movies, The Equestria Girls  human teen counterparts to My Little Pony characters  head to Camp Everfree  where they need a little magic to help save summer. 
80006232,Movie,Pac's Scary Halloween,2016,TV-Y7,44 min,Movies, When sinister Dr. Pacenstein schemes to swap bodies with Pac during a Halloween party  Spiral  Cyli and Count Pacula scramble to save their pal. 
80106138,Movie,Riphagen - The Untouchable,2016,NR,132 min,Dramas, This biopic profiles Andries Riphagen  a Dutch criminal who blackmailed Jews in hiding during World War II and was responsible for hundreds of deaths. 
80038288,Movie,Umrika,2015,TV-14,96 min,Dramas, An ambitious man leaves his small Indian village for America. But when his letters to home stop coming  his brother sets out on his own adventure. 
80109089,Movie,Unchained: The Untold Story of Freestyle Motocross,2016,NR,92 min,Documentaries, This adrenaline-rush documentary traces the rise of freestyle motocross  arguably the world's most extreme sport  and spotlights its pioneers. 
80061797,Movie,Welcome Mr. President,2013,TV-14,99 min,Comedies, When frustrated politicians name a historical figure as the next president  an honest  humble man by the same name suddenly becomes Italy's leader. 
70206821,Movie,A Stoning in Fulham County,1988,NR,95 min,Dramas, After reckless teens kill an Amish child  a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community. 
70206816,Movie,Adam: His Song Continues,1986,NR,96 min,Dramas, After their child was abducted and murdered  John and Reve Walsh fought to raise national awareness of the problem of missing children. 
60022914,Movie,Hard Lessons,1986,NR,94 min,Dramas, This drama based on real-life events tells the story of George McKenna  the tough  determined new principal of a notorious Los Angeles high school. 
70206818,Movie,In Defense of a Married Man,1990,NR,94 min,Dramas, A lawyer's husband is having an affair. When his mistress is found dead  he becomes the prime suspect – and his wife must take charge of his defense. 
70206819,Movie,Quiet Victory: The Charlie Wedemeyer Story,1988,TV-PG,93 min,Dramas, When high school football coach Charlie Wedemeyer is diagnosed with Lou Gehrig's disease  he perseveres in leading his team despite becoming disabled. 
70206822,Movie,Strange Voices,1987,NR,96 min,Dramas, When their college-age daughter suddenly begins acting erratically and is diagnosed with schizophrenia  a desperate couple seeks treatment for her. 
70206820,Movie,The Ryan White Story,1989,TV-PG,94 min,Dramas, After contracting HIV from a tainted blood treatment  teenaged hemophiliac Ryan White is forced to fight for his right to attend public school. 
70206823,Movie,Too Young the Hero,1988,NR,94 min,Dramas, Twelve-year-old Calvin manages to join the navy and serves in the battle of Guadalcanal. But when his age is revealed  the boy is sent to the brig. 
70206824,Movie,Triumph of the Heart,1991,TV-PG,93 min,Dramas, This drama tells the tale of Ricky Bell  a pro running back with the Tampa Bay Buccaneers who died of a muscle disease in the prime of his career. 
70206825,Movie,Unspeakable Acts,1990,NR,95 min,Dramas, Laurie and Joseph are doctors who interview sexually abused children. With a lot of energy they track down a pedophile who has abused many toddlers. 
70206826,Movie,Victim of Beauty,1991,NR,93 min,Dramas, A beauty pageant winner is stalked by a serial killer who kidnaps her sister and torments her family in this thriller based on a shocking true story. 
81029831,Movie,All's Well| End's Well (2009),2009,TV-14,99 min,Comedies, Bound by a family rule that forbids him from marrying until his stubborn sister gets hitched  a bachelor enlists the help of a love guru to woo her. 
80194289,Movie,Gabriel and the Mountain,2017,TV-MA,132 min,Dramas, In a drama based on a true story  Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains? 
80191219,Movie,Lommbock,2017,TV-MA,106 min,Comedies, After finding love in drug-free Dubai  Stefan returns to Germany to grab documents for his wedding. But old buddy Kai's bad habits complicate things. 
80190859,Movie,Outlaw King,2018,R,122 min,Action & Adventure, In 14th-century Scotland  Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule. 
70243445,Movie,Hit & Run,2012,R,100 min,Action & Adventure, Determined to get his fiancée to L.A. to take advantage of an amazing opportunity  Charlie breaks out of the witness protection program to drive her. 
80201542,Movie,Let It Snow,2019,PG-13,93 min,Comedies, A snowstorm hits a small town on a cold Christmas Eve  affecting the friendships  love lives and futures of several high school seniors. 
81079723,Movie,Paradise Beach,2019,TV-MA,94 min,Action & Adventure, Mehdi gets out of prison  planning to settle old scores. But first  he must reconnect with his gang  now living in an idyllic beach resort in Thailand. 
81003058,Movie,Hope Springs Eternal,2018,PG,79 min,Dramas, When a teen with terminal cancer miraculously finds herself in remission  she struggles to give up the attention her illness gave her at school. 
80236993,Movie,The Desert Bride,2017,TV-14,78 min,Dramas, While traveling across Argentina to a new job  a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities. 
80057565,Movie,The Sea of Trees,2015,PG-13,111 min,Dramas," A brooding American unable to cope with personal crisis travels to ""suicide forest"" near Mount Fuji  where he meets a fellow lost wanderer. "
81002596,Movie,Yes or No 2,2012,TV-PG,112 min,International Movies, No longer university girls  Kim and Pie face new hurdles in their relationship  including work  new friends and other distractions. 
81002597,Movie,Yes or No 2.5,2015,TV-PG,107 min,International Movies, Roommates Wine and Pie find their lives turned upside down when two more ladies move in next door  bringing up past heartaches and new attractions. 
80148275,Movie,My Way,2016,TV-14,101 min,Documentaries, Former Italian prime minister Silvio Berlusconi opens up about his life  including his sex scandals  corruption trials  and friendship with Putin. 
80127886,Movie,U Turn,2016,TV-14,121 min,International Movies, A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect. 
80080491,Movie,Into the Forest,2015,R,102 min,Dramas, In the near future  two frightened sisters fight for survival after losing their father during a deadly  quietly looming apocalypse. 
80046777,Movie,Krisha,2015,R,81 min,Dramas, After 10 years away from her family  Krisha returns for Thanksgiving  but bitter grudges and troubling addictions threaten to ruin the event. 
60024976,Movie,Jerry Seinfeld: Comedian,2002,R,81 min,Documentaries, Christian Charles's documentary follows established comedian Jerry Seinfeld and up-and-comer Orny Adams as they navigate the stand-up circuit. 
80173002,Movie,The Journey Is the Destination,2016,R,123 min,Dramas, Spirited 22-year-old activist and photojournalist Dan Eldon rushes to the frontline of a dangerous relief effort for Somalian refugees in this biopic. 
80009431,Movie,Virunga,2014,TV-MA,100 min,Documentaries, The Oscar-nominated true story of the rangers risking their lives to save Africa's most precious national park and its endangered gorillas. 
81092045,Movie,Burning Cane,2019,TV-MA,78 min,Dramas, A small-town Louisiana minister and one of his parishioners cope with grief  alcoholism and a crisis of faith in this dramatic character study. 
81034600,Movie,Shadow,2018,TV-MA,116 min,Action & Adventure, As three kingdoms struggle for control of a walled city  a figure with a rare power spins a web of intrigue that entangles a king's court. 
80183783,Movie,Let It Fall: Los Angeles 1982-1992,2017,TV-MA,144 min,Documentaries, This documentary chronicles simmering tension and broken trust between L.A.'s black community and police in the decade before the Rodney King riots. 
81209203,Movie,Luccas Neto in: Summer Camp,2019,TV-G,87 min,Children & Family Movies, Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood. 
81058497,Movie,Seth Meyers: Lobby Baby,2019,TV-MA,61 min,Stand-Up Comedy, SNL alumnus and subversive master of late-night TV Seth Meyers comes out from behind the desk to share some lighthearted stories from his own life. 
80167628,Movie,The Lovers,2017,R,98 min,Comedies, On the verge of divorce  a middle-aged couple  each involved in a serious affair  rethink their marriage and the meaning of love and fidelity. 
81165326,Movie,Tune in for Love,2019,TV-MA,123 min,Dramas, A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years  as fate keeps pulling them apart. 
81053961,Movie,Undercover Brother 2,2019,R,85 min,Comedies, When a beloved secret agent falls deep into a coma  his bumbling brother must defend their community from a divisive political threat. 
81029848,Movie,Bucket List,2018,TV-14,129 min,Dramas, After getting a heart transplant  a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor. 
80225421,Movie,John Leguizamo's Latin History for Morons,2018,TV-MA,90 min,Stand-Up Comedy, In this one-man Broadway show  John Leguizamo finds humor and heartbreak as he traces 3 000 years of Latin history in an effort to help his bullied son. 
80204460,Movie,Mubarakan,2017,PG-13,153 min,Comedies, Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric  unmarried uncle to find a solution to their romantic woes. 
70209267,Movie,A Holiday Engagement,2011,TV-G,92 min,Children & Family Movies, Hilary's plan to hire a good-looking guy to act as her boyfriend backfires when she brings him home for the holidays to try and fool her family. 
70306305,Movie,Christmas Crush,2012,TV-PG,87 min,Comedies, Twentysomething Georgia pines for her old boyfriend and is thrilled to have a second chance at love when she attends their high school reunion. 
70262831,Movie,Dear Santa,2011,TV-PG,92 min,Comedies, Finding a letter mailed to Santa by a girl asking for a new wife for her daddy  twentysomething Crystal sets out to make the girl's wishes come true. 
70113005,Movie,District 9,2009,R,112 min,Action & Adventure, After years of segregation and forced labor  a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent. 
70052286,Movie,Kicking and Screaming,1995,R,97 min,Comedies," After graduating  four college roomies – petrified by the prospect of facing ""real life"" – reluctantly step into adulthood in this ensemble comedy. "
80114460,Movie,Minimalism: A Documentary About the Important Things,2016,TV-14,78 min,Documentaries, People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more. 
81206389,Movie,Oththa Seruppu Size 7,2019,TV-MA,103 min,Dramas, Taken into custody  a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of. 
80196135,Movie,Williams,2017,TV-MA,105 min,Documentaries, This inspiring documentary charts the birth of Sir Frank Williams's renowned racing empire – and the near-fatal crash that nearly stalled its future. 
80117461,Movie,Dana Carvey: Straight White Male| 60,2016,TV-MA,64 min,Stand-Up Comedy, Emmy-winning comedian Dana Carvey blends pitch-perfect takes on big personalities with so-true-it-hurts stories from his life as a dad of millennials. 
80117533,Movie,The Ivory Game,2016,TV-14,112 min,Documentaries, Filmmakers infiltrate the corrupt global network of ivory trafficking  exposing poachers and dealers as African elephants edge closer to extinction. 
81197050,Movie,Guatemala: Heart of the Mayan World,2019,TV-G,67 min,Documentaries, From Sierra de las Minas to Esquipulas  explore Guatemala's cultural and geological wealth  including ancient Mayan cities and other natural wonders. 
81213894,Movie,The Zoya Factor,2019,TV-14,135 min,Comedies, A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot  to the dismay of their superstition-shunning captain. 
80238204,Movie,A Christmas Prince: The Royal Wedding,2018,TV-PG,93 min,Children & Family Movies, A year after helping Richard secure the crown  Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol. 
80230507,Movie,Angela's Christmas,2018,TV-G,30 min,Children & Family Movies, A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt. 
80990725,Movie,El club de los insomnes,2018,TV-MA,82 min,Dramas, An insomniac  an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart. 
81016327,Movie,Garuda in My Heart 2,2011,TV-PG,95 min,Children & Family Movies, A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent. 
81004245,Movie,Happy as Lazzaro,2018,PG-13,127 min,Dramas, Purehearted teen Lazzaro is content living as a sharecropper in rural Italy  but an unlikely friendship with the marquise's son will change his world. 
81033200,Movie,Love,2008,TV-PG,120 min,Dramas, In Jakarta  five couples of varying ages and backgrounds experience the different stages of romantic love  from its giddy start to its painful end. 
81039383,Movie,Manto,2018,TV-MA,114 min,Dramas, The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors. 
81018377,Movie,Rajma Chawal,2018,TV-MA,119 min,Comedies, Hoping to revive his relationship with his resentful millennial son  an internet-rookie widower assumes the online persona of a young woman. 
81021528,Movie,The World Is Yours,2018,TV-MA,101 min,Action & Adventure, To escape his life of crime  a Paris drug dealer takes on one last job involving Spain  unhinged gangsters  his longtime crush and his scheming mother. 
80991809,Movie,Time Share,2018,TV-MA,96 min,Dramas, Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan. 
80097475,Movie,When Two Worlds Collide,2016,TV-14,103 min,Documentaries, This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon. 
70117294,Movie,Takers,2010,PG-13,107 min,Action & Adventure, A motley crew of bank robbers plans their next heist after a former colleague convinces them to target an armored car carrying $20 million. 
70117582,Movie,Hoodwinked Too! Hood vs. Evil,2011,PG,86 min,Children & Family Movies, Fresh off a top-secret training  feisty heroine Little Red teams up with intrepid reporter Wolf to investigate the disappearance of Hansel and Gretel. 
81082007,Movie,Atlantics,2019,TV-14,106 min,Dramas, Arranged to marry a rich man  young Ada is crushed when her true love goes missing at sea during a migration attempt – until a miracle reunites them. 
81172754,Movie,Crazy people,2018,TV-14,107 min,Comedies, Nollywood star Ramsey Nouah learns that someone is impersonating him and breaks out of a mental institution to expose the imposter. 
81120982,Movie,I Lost My Body,2019,TV-MA,81 min,Dramas, Romance  mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film. 
81227195,Movie,Kalushi: The Story of Solomon Mahlangu,2016,TV-MA,107 min,Dramas, The life and times of iconic South African liberation fighter Solomon Mahlangu  who battled the forces of apartheid  come into focus. 
81172841,Movie,Lagos Real Fake Life,2018,TV-14,118 min,Comedies, Two mooching friends vie for the attention of wealthy  beautiful women only to discover that their lavish lifestyles are bogus. 
81172899,Movie,Payday,2018,TV-MA,110 min,Comedies, After an expensive night out  two flatmates get tangled in an overnight misadventure to recover their rent money to pay their dead landlord's daughter. 
81172908,Movie,The Accidental Spy,2017,TV-14,104 min,Action & Adventure, Nursing a broken heart  an IT specialist moves to London to audition for a reality TV show that unexpectedly turns into a real-life cartel drama. 
81172901,Movie,The Island,2018,TV-14,93 min,Dramas, When a colonel uncovers controversial intel about the government  he makes a shocking discovery and must decide whether to reveal it or risk his life. 
81033086,Movie,Holiday Rush,2019,TV-PG,94 min,Children & Family Movies, A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas. 
60020826,Movie,The Score,2001,R,124 min,Dramas, Ready-to-retire safecracker Nick  flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House. 
80226242,Movie,Brotherhood of Blades II: The Infernal Battlefield,2017,TV-MA,120 min,Action & Adventure, While tracking down a seditious painter  an imperial guard is accused of a royal assassination attempt and framed in a complicated conspiracy. 
70101696,Movie,Defiance,2008,R,137 min,Action & Adventure, In this action-packed drama based on an extraordinary true story  four brothers protect more than 1 000 Jewish refugees during World War II. 
81194544,Movie,Evvarikee Cheppoddu,2019,TV-14,134 min,Comedies, When caste differences throw a wrench into their otherwise blossoming relationship  a couple must somehow convince the girl’s father to let them marry. 
80995081,Movie,Little Singham: Mahabali,2019,TV-Y7,69 min,Children & Family Movies, In a journey back in time to the ancient city of Mirchigadh  Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army. 
81177504,Movie,The Body Remembers When the World Broke Open,2019,TV-MA,106 min,Dramas, After a traumatic event  two Indigenous women in Vancouver are brought together and form a deep bond despite leading different lives. 
80175798,Movie,The Irishman,2019,R,209 min,Dramas, Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese. 
80239961,Movie,Operation Red Sea,2018,TV-MA,139 min,Action & Adventure, A special task force takes on a risky operation to evacuate civilians amid civil war. Based on the 2015 mission to rescue Chinese citizens in Yemen. 
80219019,Movie,Poster Boys,2017,PG-13,128 min,Comedies, Three men are stunned to find their faces on a poster promoting vasectomies  and must prove to their upset loved ones that they're innocent victims. 
81062293,Movie,Mike Birbiglia: The New One,2019,TV-MA,86 min,Stand-Up Comedy, Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood. 
80235524,Movie,Super Monsters Save Christmas,2019,TV-Y,24 min,Children & Family Movies, It's Christmas Eve in Pitchfork Pines  and the Super Monsters are joining forces to deck the halls  find Santa's missing reindeer and save the holiday! 
81035121,Movie,True: Winter Wishes,2019,TV-Y,46 min,Movies, An ice crystal from a frosty realm is freezing everything in the Rainbow Kingdom  its citizens too! Can True save Winter Wishfest – and her friends? 
81215481,Movie,Pranaam,2019,TV-MA,117 min,Action & Adventure, Aspiring to fulfill his father’s dream and become a civil services officer  a young man loses his way upon becoming entangled with a criminal lynchpin. 
81005044,Movie,What the F* Is Going On?,2019,TV-MA,87 min,Documentaries, Featuring extensive interviews  this documentary takes a critical look at the gender inequality in Spain as the feminist movement aims to shift reality. 
80147529,Movie,Harold and Lillian: A Hollywood Love Story,2015,TV-14,95 min,Documentaries, Storyboard artist Harold Michelson and his film researcher wife  Lillian  recall the influence they had on 60 years of Hollywood's biggest hits. 
81018860,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,2018,TV-Y,44 min,Children & Family Movies, The ponies get in the spirit of the holidays by drawing names for a gift exchange  then race around Equestria in search of the perfect presents. 
80217495,Movie,Perú: Tesoro escondido,2017,TV-PG,76 min,Documentaries, It's a country steeped in cultural traditions that stretch back more than 1 000 years. But Peru is also a land of surprising natural riches. 
80141787,Movie,Beauties of the Night,2016,TV-MA,92 min,Documentaries, Back in the days of disco  Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene. 
80049871,Movie,Michael Che Matters,2016,TV-MA,61 min,Stand-Up Comedy," ""SNL"" star Michael Che takes on hot-button topics like inequality  homophobia and gentrification in this stand-up set filmed live in Brooklyn. "
81218079,Movie,Awake,2019,TV-MA,92 min,Thrillers, After an accident leaves him with no recollection of who he is  a man becomes a prime suspect in the search for a serial killer targeting young women. 
60028294,Movie,Popeye,1980,PG,114 min,Action & Adventure, During a storm that wrecks his ship  super-strong sailor Popeye washes ashore and winds up rooming at the Oyl household  where he meets Olive. 
80125671,Movie,Shot Caller,2017,R,121 min,Dramas, Trying to go straight  a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family. 
80174220,Movie,Bushwick,2017,TV-MA,94 min,Action & Adventure, When their diverse neighborhood is besieged by a mysterious militia  a grad student and an ex-Marine become an unlikely team in a battle for survival. 
80126449,Movie,Cuba and the Cameraman,2017,TV-14,114 min,Documentaries, Emmy-winning filmmaker Jon Alpert chronicles the fortunes of three Cuban families over the course of four tumultuous decades in the nation's history. 
80103512,Movie,The Girl from the Song,2016,TV-MA,101 min,Dramas, When an aspiring musician falls for a carefree college student  he follows her to the Nevada desert to declare his love to her and find himself. 
60020948,Movie,Charlotte's Web,1973,G,94 min,Children & Family Movies, Follow the adventures of Wilbur the pig  Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story. 
70235384,Movie,End of Watch,2012,R,109 min,Action & Adventure, Officers Taylor and Zavala patrol the streets of South Central Los Angeles  an area of the city ruled by gangs and riddled with drug violence. 
569355,Movie,Hamburger Hill,1987,R,110 min,Action & Adventure, The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control. 
60022645,Movie,The Time Machine,2002,PG-13,96 min,Action & Adventure, Based on the H.G. Wells classic  this adventure follows a scientist and inventor who's determined to prove to doubters that time travel is possible. 
80196379,Movie,Deep,2017,PG,93 min,Children & Family Movies, After accidentally trapping his family in their underwater home  a young octopus and his ocean-dwelling buddies search for help far across the sea. 
80198859,Movie,Brother,2019,TV-MA,97 min,Dramas, Thrust from a violent home into a brutal custody center  a teenager learns to navigate a tough new reality and forge unlikely alliances to survive. 
80159876,Movie,Girls und Panzer der Film,2015,TV-14,121 min,Action & Adventure, The girls of Ōarai High must face off against a formidable university team in a fierce tank battle to once again avoid closure of their school. 
70091304,Movie,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,2008,TV-14,56 min,Stand-Up Comedy, Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary. 
81218074,Movie,Shelby American,2019,TV-14,119 min,Documentaries, Featuring interviews and vintage footage  this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur. 
80199682,Movie,The Christmas Chronicles,2018,TV-PG,104 min,Children & Family Movies, After accidentally crashing Santa's sleigh  a brother and sister pull an all-nighter to save Christmas with a savvy  straight-talking St. Nick. 
80203522,Movie,Barbra: The Music ... The Mem'ries ... The Magic!,2017,TV-14,109 min,Music & Musicals, Iconic songstress Barbra Streisand culminates her 13-city tour in Miami with dazzling ballads  Broadway standards and stories from behind the scenes. 
80107037,Movie,Ludo,2015,TV-MA,88 min,Horror Movies, Needing a secluded place for a late-night tryst  two couples stow away in a mall after hours  but are quickly ensnared in a gruesome and deadly game. 
80077402,Movie,Mercy,2016,TV-MA,88 min,Dramas, Two brothers clash with their half-siblings when a visit home to see their dying mother surfaces old secrets and becomes a fight for survival. 
80107219,Movie,The Land of Cards,2012,TV-MA,113 min,Dramas, A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play. 
60023606,Movie,K-19: The Widowmaker,2002,PG-13,138 min,Action & Adventure, On board Russia's first nuclear ballistic submarine  Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion. 
81026188,Movie,The Knight Before Christmas,2019,TV-14,93 min,Children & Family Movies, Medieval magic sends a 14th-century knight to modern-day Ohio  where he falls for a high school science teacher who's disillusioned by love. 
80080109,Movie,De Palma,2015,R,110 min,Documentaries," Iconoclastic film director Brian DePalma takes a look back at the production of such classic movies as ""Carrie "" ""Scarface"" and ""The Untouchables."" "
80988835,Movie,The Tribe,2018,TV-MA,91 min,Comedies, An executive-turned-viral sensation loses his reputation and his memory  but finds a new life with his biological mother and her empowered dance group. 
80208104,Movie,Beat Bugs: All Together Now,2017,TV-Y,51 min,Children & Family Movies," After winning a local talent show  the Beat Bugs journey to compete on ""The Bug Factor "" a televised singing contest held in faraway Rocket Ship Park. "
80134827,Movie,Brian Regan: Nunchucks and Flamethrowers,2017,TV-PG,61 min,Stand-Up Comedy, Brian Regan takes relatable family humor to new heights as he talks board games  underwear elastic and looking for hot dogs in all the wrong places. 
80127558,Movie,Saving Capitalism,2017,TV-PG,73 min,Documentaries, Former Secretary of Labor Robert Reich meets with Americans from all walks of life as he chronicles a seismic shift in the nation's economy. 
80158084,Movie,The Case for Christ,2017,TV-PG,113 min,Dramas, Bothered by his wife's unyielding belief in Christianity  an investigative reporter sets out to use verifiable facts to poke holes in her faith. 
80124725,Movie,Carlos Ballarta: El amor es de putos,2016,TV-MA,67 min,Stand-Up Comedy, Carlos Ballarta mocks daily life in Mexico  including public transit  the education system and the corn seller who betrays your confidence. 
70267398,Movie,Adore,2013,R,111 min,Dramas, When lifelong friends Roz and Lil fall in love with each other's teenage sons  they must carry out their affairs in relative secrecy. 
80108983,Movie,Be Somebody,2016,PG,88 min,Comedies, To escape the stress of fame  teen pop star Jordan goes incognito in a small town  where he forms a special bond with high school art student Emily. 
292118,Movie,Beavis and Butt-head Do America,1996,PG-13,81 min,Comedies, After realizing that their boob tube is gone  Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital. 
70003046,Movie,Bebe's Kids,1992,PG-13,73 min,Comedies, When ladies' man Robin meets Jamika  he falls head over heels  but she greets him with four surprises: her son and her girlfriend Bebe's three kids. 
80221584,Movie,Bikram: Yogi| Guru| Predator,2019,TV-MA,86 min,Documentaries, This documentary charts the rise and fall of hot yoga founder Bikram Choudhury as his global empire is born and disturbing revelations come to light. 
70053833,Movie,Black Snake Moan,2007,R,116 min,Dramas, Lazarus finds Rae beaten and near death  and acts as a father figure to help redeem her. But before saving anyone  Lazarus must face his own demons. 
70122722,Movie,Carriers,2009,PG-13,85 min,Horror Movies, As a lethal virus spreads globally  four friends seek a reputed plague-free haven. But while avoiding the infected  the travelers turn on one another. 
81217738,Movie,Dorasaani,2019,TV-14,134 min,Dramas, A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy. 
80081990,Movie,Dream/Killer,2015,TV-MA,109 min,Documentaries, This riveting crime doc follows Bill as he confronts America's broken judicial system after his son is falsely sentenced to 40 years in prison. 
60004471,Movie,Evolution,2001,PG-13,102 min,Comedies, After two community college geology professors discover microscopic alien life-forms on a meteorite  the military and government become involved. 
60022413,Movie,Eye for an Eye,1996,R,101 min,Dramas, Grieving mother Karen McCann takes justice into her own hands when the man who raped and murdered her daughter is freed on a technicality. 
70058022,Movie,Hot Rod,2007,PG-13,88 min,Comedies, Andy Samberg stars in this comedy as an accident-prone daredevil who's determined to jump 15 buses on his moped and impress his abusive stepfather. 
60022502,Movie,It Takes Two,1995,PG,101 min,Children & Family Movies," The Olsen twins put a cute new spin on Mark Twain's classic tale ""The Prince and the Pauper "" playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa. "
80244683,Movie,Lorena| Light-Footed Woman,2019,TV-G,28 min,Documentaries, Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner. 
80028357,Movie,Love| Rosie,2014,R,103 min,Comedies, Over the years  as they come and go in each other's life  childhood pals Rosie and Alex struggle to resolve the lasting  intimate bond between them. 
81217739,Movie,Mallesham,2019,TV-PG,131 min,Dramas, A self-trained engineer risks debt  love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community. 
60031884,Movie,Once Upon a Time in the West,1968,PG-13,166 min,Action & Adventure, In this epic spaghetti Western  a flinty gunslinger is hired by a railroad tycoon to kill anyone standing in the way of his trans-American iron horse. 
70117289,Movie,She's Out of My League,2010,R,105 min,Comedies, When average-guy Kirk starts dating drop-dead-gorgeous Molly  his friends don't see it lasting  so Kirk does everything he can to avoid losing Molly. 
28631236,Movie,Superstar,1999,PG-13,82 min,Comedies, A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show. 
70121502,Movie,The Adventures of Tintin,2011,PG,107 min,Children & Family Movies, This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog  Snowy. 
70215455,Movie,The Devil Inside,2012,R,84 min,Horror Movies, At once spooky and grisly  this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism. 
506464,Movie,The First Wives Club,1996,PG,103 min,Comedies, Following a friend's suicide after her husband dumps her for a younger model  three women plot payback against their two-timing exes. 
60003508,Movie,The Gift,2000,R,112 min,Dramas, When the authorities find a drowned woman's body  a small-town psychic starts having visions of who committed the murder. 
70105132,Movie,The Goods: Live Hard| Sell Hard,2009,R,89 min,Comedies, Hired to rescue a flagging car dealership during a major sale  a fast-talking closer spends his days on the lot and his nights at local strip clubs. 
60004083,Movie,The Longest Yard,1974,R,121 min,Classic Movies, Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards. 
70087538,Movie,The Love Guru,2008,PG-13,87 min,Comedies, Raised on an ashram in India  a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players. 
